Date,BND,SPY,TSLA
2015-01-05,0.002904044336378364,-0.01805953638371527,-0.04204102817052724
2015-01-06,0.0028952511107545043,-0.009418921250407997,0.005664237314159992
2015-01-07,0.0006019201559426257,0.012460969910718989,-0.0015619306272327549
2015-01-08,-0.0015632342615010675,0.01774508492466742,-0.0015643062581811584
2015-01-09,0.001685632185560726,-0.008013292535823058,-0.018801629106854012
2015-01-12,0.0013227844031125091,-0.00783373978048596,-0.021532914950603166
2015-01-13,0.0009598447835732493,-0.0028127179774392053,0.010088497728839352
2015-01-14,0.0022790128088490125,-0.006037214758217058,-0.05659733676235856
2015-01-15,0.00442769533945353,-0.009160535194876473,-0.004255528597720826
2015-01-16,-0.002978597271569794,0.01311447503301566,0.006254228739435819
2015-01-20,-0.0010752296079740153,0.002132303016438186,-0.00590461088227523
2015-01-21,-0.0019140071242786938,0.005047798853800245,0.024175518017267583
2015-01-22,0.00023954272908621732,0.014870768012980928,0.02569055090301542
2015-01-23,0.0032352780888635913,-0.005482602379436319,-0.0016366947705445112
2015-01-26,-0.0011945160904074381,0.002341975884660119,0.02613147671721605
2015-01-27,0.0005980040638637885,-0.013190555978400909,-0.0027596300325537504
2015-01-28,0.0035848018001829463,-0.01282436888857752,-0.03209052877530916
2015-01-29,-0.0010709481335255955,0.009243610221062015,0.02924214605280495
2015-01-30,0.005482963373860228,-0.012574851778000995,-0.007797333058199185
2015-02-02,-0.0011883157716042758,0.01238396716700585,0.0360511389604945
2015-02-03,-0.0030917471347839953,0.01446144159914331,0.0351758385028933
2015-02-04,0.00035702737616416513,-0.0038080118491520265,0.0008701251992371262
2015-02-05,-0.0021461373286587593,0.010094962205223323,0.011164535201252157
2015-02-06,-0.006454095236551827,-0.002765277046614223,-0.016426056915829212
2015-02-09,-0.00036088298585812417,-0.004475715679087555,0.0005520394593698796
2015-02-10,-0.0018052575616791522,0.010653263228764809,-0.005471765552931385
2015-02-11,0.0,0.0005803293451658309,-0.016135698387415576
2015-02-12,0.00048298780187616686,0.00961670307727358,-0.04661658846022321
2015-02-13,-0.002290148684471305,0.004116329956818099,0.004386864226918918
2015-02-17,-0.0039848950892920065,0.0015733334812708666,0.0028462803614237586
2015-02-18,0.002788782034031767,9.53049979734999e-05,0.0005383231478952588
2015-02-19,-0.000846694496998146,-0.000714279811665719,0.035459277020091884
2015-02-20,0.0002419803544002619,0.006000632182598498,0.025506564298148016
2015-02-23,0.002056367462252906,-0.00014158065576241885,-0.04500019733692018
2015-02-24,0.004106469412878511,0.0028402354857310907,-0.015578320500655551
2015-02-25,0.0009611787844130415,-0.0008497271898659786,-0.001714777553045277
2015-02-26,-0.0027628591303268113,-0.0011814470478662686,0.016833573717678796
2015-02-27,0.0008431498762393463,-0.0034057357690521206,-0.0185820116516362
2015-03-02,-0.0032316680775330564,0.006313255319462474,-0.02955644716492234
2015-03-03,-0.0012097443713051659,-0.004104035116047511,0.011300918070464405
